customer_id,name,signup_date,segment,region,plan_type,status,email,tenure_days,signup_month,signup_cohort
CUST_00060,Stephanie Gilbert,2022-06-25,SMB,East,Basic,Active,richard04@example.com,1443,2022-06,2022-Q2
CUST_00061,Richard Lawson,2023-05-18,Mid-Market,North,Enterprise,Active,steven73@example.net,1116,2023-05,2023-Q2
CUST_00062,Steven Flynn,2022-06-21,Enterprise,North,Basic,Active,donnacampbell@example.net,1447,2022-06,2022-Q2
CUST_00063,Frances Cardenas,2021-08-18,Mid-Market,East,Pro,Churned,emilywalker@example.org,1754,2021-08,2021-Q3
CUST_00064,Angel Riggs,2023-01-27,SMB,East,Enterprise,Active,gibsonolivia@example.net,1227,2023-01,2023-Q1
CUST_00065,Michael Snyder,2021-03-23,Enterprise,South,Basic,Active,dylanwatts@example.org,1902,2021-03,2021-Q1
CUST_00066,Colleen Brock,2024-02-21,Mid-Market,North,Basic,Active,pwilliams@example.org,837,2024-02,2024-Q1
CUST_00067,Robert Contreras,2022-04-30,Mid-Market,North,Pro,Active,stephanie79@example.net,1499,2022-04,2022-Q2
CUST_00068,Jessica Meadows,2021-02-20,SMB,International,Enterprise,Churned,vmerritt@example.com,1933,2021-02,2021-Q1
CUST_00069,Paul Larsen,2022-05-24,SMB,South,Enterprise,Churned,katie87@example.net,1475,2022-05,2022-Q2
CUST_00070,Jeremiah Reeves,2023-08-22,SMB,International,Basic,Churned,josephflores@example.net,1020,2023-08,2023-Q3
CUST_00071,Chris Reyes,2022-04-12,SMB,South,Pro,Churned,jasminebrown@example.com,1517,2022-04,2022-Q2
CUST_00072,John Brown,2021-05-23,SMB,South,Basic,Active,xprice@example.net,1841,2021-05,2021-Q2
CUST_00073,Alicia Gilmore,2024-01-04,Mid-Market,South,Pro,Active,wwoods@example.com,885,2024-01,2024-Q1
CUST_00074,Sarah Ashley,2024-04-04,Enterprise,South,Enterprise,Active,vmedina@example.net,794,2024-04,2024-Q2
CUST_00075,Stephanie Freeman,2022-10-05,Mid-Market,South,Basic,Active,ryan06@example.com,1341,2022-10,2022-Q4
CUST_00076,Rebecca Ramsey,2022-01-25,SMB,International,Basic,Churned,ncalhoun@example.net,1594,2022-01,2022-Q1
CUST_00077,James Elliott,2024-01-08,SMB,International,Basic,Active,millerroy@example.com,881,2024-01,2024-Q1
CUST_00078,David Murphy,2023-06-03,SMB,North,Pro,Churned,wmurphy@example.com,1100,2023-06,2023-Q2
CUST_00079,Trevor Fisher,2021-09-13,SMB,South,Basic,Active,ruizkaitlyn@example.org,1728,2021-09,2021-Q3
CUST_00080,Mrs. Marie Harrington DDS,2023-04-05,Mid-Market,South,Basic,Active,herringjames@example.org,1159,2023-04,2023-Q2
CUST_00081,Cynthia Wells,2023-02-16,SMB,West,Basic,Active,elliottjeffery@example.net,1207,2023-02,2023-Q1
CUST_00082,Jacob Obrien,2024-01-28,SMB,South,Pro,Active,stricklandfrank@example.com,861,2024-01,2024-Q1
CUST_00083,Alexander Collins,2024-05-27,Mid-Market,West,Basic,Active,tsanders@example.org,741,2024-05,2024-Q2
CUST_00084,Michael Burton,2023-08-28,SMB,North,Pro,Active,terrykevin@example.net,1014,2023-08,2023-Q3
CUST_00085,Barbara Riggs,2022-08-05,SMB,West,Pro,Active,reedross@example.com,1402,2022-08,2022-Q3
CUST_00086,Matthew Smith,2022-04-27,SMB,West,Basic,Active,gshort@example.com,1502,2022-04,2022-Q2
CUST_00087,Madison Poole,2022-05-17,Mid-Market,North,Basic,Active,ryangross@example.net,1482,2022-05,2022-Q2
CUST_00088,Robert Medina,2024-03-24,SMB,East,Enterprise,Churned,umarshall@example.net,805,2024-03,2024-Q1
CUST_00089,Samuel Rivas,2021-01-12,SMB,North,Pro,Active,ramirezshannon@example.com,1972,2021-01,2021-Q1
CUST_00090,Mary Rogers,2022-03-25,SMB,West,Enterprise,Churned,lrosales@example.com,1535,2022-03,2022-Q1
CUST_00091,Robert Peterson,2022-05-26,SMB,North,Pro,Active,angela83@example.org,1473,2022-05,2022-Q2
CUST_00092,Jason Peters,2023-12-24,Enterprise,East,Basic,Active,hannahbrewer@example.com,896,2023-12,2023-Q4
CUST_00093,Alan Phillips,2023-10-31,SMB,International,Enterprise,Active,tholt@example.net,950,2023-10,2023-Q4
CUST_00094,Kara Schmidt,2023-08-31,SMB,North,Pro,Active,jbarajas@example.com,1011,2023-08,2023-Q3
CUST_00095,Jesse Parker,2023-12-04,SMB,South,Enterprise,Active,davidlee@example.org,916,2023-12,2023-Q4
CUST_00096,Tiffany Vaughn,2022-04-26,Mid-Market,West,Pro,Active,javierwashington@example.net,1503,2022-04,2022-Q2
CUST_00097,Paige Carlson,2022-04-19,Mid-Market,North,Pro,Active,wallkenneth@example.com,1510,2022-04,2022-Q2
CUST_00098,Adrian Ferguson,2022-11-09,Mid-Market,South,Basic,Active,brandon08@example.com,1306,2022-11,2022-Q4
CUST_00099,Beth Oneill,2024-04-11,Mid-Market,South,Basic,Active,agarcia@example.net,787,2024-04,2024-Q2
CUST_00100,John Peterson,2023-09-04,Enterprise,East,Enterprise,Churned,kingmichelle@example.org,1007,2023-09,2023-Q3
CUST_00101,Jennifer Jones,2023-05-09,Mid-Market,International,Enterprise,Active,hernandezlisa@example.com,1125,2023-05,2023-Q2
CUST_00102,David Grant,2023-09-27,SMB,International,Enterprise,Churned,yobrien@example.net,984,2023-09,2023-Q3
CUST_00103,Joseph Hayes,2023-04-09,Mid-Market,South,Basic,Active,levans@example.com,1155,2023-04,2023-Q2
CUST_00104,Marc Lynch,2023-12-30,SMB,International,Enterprise,Churned,mezajared@example.org,890,2023-12,2023-Q4
CUST_00105,Brad Allen,2023-05-28,Mid-Market,North,Pro,Churned,moorericky@example.net,1106,2023-05,2023-Q2
CUST_00106,Doris Hall,2022-03-10,SMB,South,Basic,Active,jacqueline71@example.net,1550,2022-03,2022-Q1
CUST_00107,Dennis Moody,2023-05-14,Mid-Market,South,Enterprise,Active,ronaldstephens@example.net,1120,2023-05,2023-Q2
CUST_00108,Derek Thomas,2022-12-18,Enterprise,East,Basic,Active,martinkyle@example.net,1267,2022-12,2022-Q4
CUST_00109,Tammy Gonzales,2021-03-05,Enterprise,North,Enterprise,Active,sbarker@example.com,1920,2021-03,2021-Q1
CUST_00110,Kathryn Snyder,2021-09-16,Mid-Market,North,Basic,Active,georgepamela@example.net,1725,2021-09,2021-Q3
CUST_00111,David Davis,2022-06-09,Enterprise,East,Enterprise,Active,keyemily@example.com,1459,2022-06,2022-Q2
CUST_00112,Pamela Thompson,2021-08-23,Mid-Market,West,Pro,Active,lmoon@example.net,1749,2021-08,2021-Q3
CUST_00113,Robert Costa,2022-10-01,Mid-Market,East,Basic,Active,vbailey@example.com,1345,2022-10,2022-Q4
CUST_00114,Shannon Rivera,2022-02-11,SMB,International,Basic,Churned,zroberts@example.net,1577,2022-02,2022-Q1
CUST_00115,Brandon King,2022-09-10,SMB,North,Pro,Active,cordovarichard@example.net,1366,2022-09,2022-Q3
CUST_00116,April Booth,2021-03-26,SMB,International,Basic,Active,mgutierrez@example.net,1899,2021-03,2021-Q1
CUST_00117,Peter Garrett,2022-11-30,Mid-Market,East,Basic,Churned,harrisandrea@example.com,1285,2022-11,2022-Q4
CUST_00118,Michael Martinez,2023-01-12,Mid-Market,South,Pro,Active,jennifercollins@example.org,1242,2023-01,2023-Q1
CUST_00119,Anna Gay,2023-12-05,SMB,South,Pro,Active,murraydavid@example.org,915,2023-12,2023-Q4
CUST_00120,Dr. Jordan Hill PhD,2023-09-18,Mid-Market,East,Enterprise,Active,jsanchez@example.org,993,2023-09,2023-Q3
CUST_00121,Thomas Romero,2022-05-18,SMB,South,Pro,Active,michellehill@example.com,1481,2022-05,2022-Q2
CUST_00122,Richard Adams,2023-08-10,Enterprise,North,Enterprise,Active,campbellkenneth@example.net,1032,2023-08,2023-Q3
CUST_00123,Mary Grimes,2022-10-28,SMB,East,Basic,Churned,wryan@example.com,1318,2022-10,2022-Q4
CUST_00124,Kimberly Gibson,2024-05-05,Mid-Market,South,Enterprise,Active,molly39@example.com,763,2024-05,2024-Q2
CUST_00125,Reginald Williams,2021-06-25,Mid-Market,International,Basic,Active,zthornton@example.com,1808,2021-06,2021-Q2
CUST_00126,Matthew Hoover,2023-09-03,Mid-Market,North,Pro,Active,tylerjohnson@example.net,1008,2023-09,2023-Q3
CUST_00127,Evelyn Garcia,2022-03-30,SMB,North,Enterprise,Active,dgarcia@example.org,1530,2022-03,2022-Q1
CUST_00128,Jennifer Pena,2024-02-08,Mid-Market,South,Pro,Active,charlesharrington@example.com,850,2024-02,2024-Q1
CUST_00129,Michael Santos,2023-07-19,Mid-Market,South,Pro,Active,melissa86@example.com,1054,2023-07,2023-Q3
CUST_00130,Stacy Freeman,2021-09-02,Mid-Market,North,Basic,Active,williamsonjimmy@example.net,1739,2021-09,2021-Q3
CUST_00131,Yolanda Francis,2023-09-19,SMB,North,Pro,Churned,wgood@example.net,992,2023-09,2023-Q3
CUST_00132,Ashlee Jackson,2021-07-25,SMB,East,Enterprise,Active,rebecca05@example.org,1778,2021-07,2021-Q3
CUST_00133,James Thomas,2023-12-30,Mid-Market,South,Basic,Churned,yknight@example.org,890,2023-12,2023-Q4
CUST_00134,Bob Pitts,2021-09-16,Enterprise,South,Basic,Active,tyleraguilar@example.org,1725,2021-09,2021-Q3
CUST_00135,David Scott,2022-08-06,SMB,North,Basic,Active,nolansteven@example.com,1401,2022-08,2022-Q3
CUST_00136,Brooke Alexander,2023-09-06,Mid-Market,North,Basic,Churned,vanessa46@example.net,1005,2023-09,2023-Q3
CUST_00137,Ryan Gonzalez,2021-04-20,Enterprise,East,Pro,Active,gcastaneda@example.org,1874,2021-04,2021-Q2
CUST_00138,Ian Phillips,2022-05-24,SMB,North,Enterprise,Churned,andrew64@example.org,1475,2022-05,2022-Q2
CUST_00139,Melissa Garner,2022-04-08,SMB,West,Pro,Active,lozanojulie@example.com,1521,2022-04,2022-Q2
CUST_00140,Crystal Pham,2024-04-20,Mid-Market,South,Enterprise,Active,danaoliver@example.net,778,2024-04,2024-Q2
CUST_00141,Patricia Becker,2021-07-23,Mid-Market,East,Pro,Active,courtneyberger@example.net,1780,2021-07,2021-Q3
CUST_00142,Richard Johnson,2021-11-18,Mid-Market,West,Basic,Active,jessica14@example.com,1662,2021-11,2021-Q4
CUST_00143,Casey Anderson,2024-05-01,SMB,South,Basic,Active,alyssa42@example.com,767,2024-05,2024-Q2
CUST_00144,Terry Coffey,2023-07-19,Enterprise,South,Basic,Churned,julie51@example.com,1054,2023-07,2023-Q3
CUST_00145,Brenda Levy,2024-04-22,Mid-Market,West,Basic,Active,zcoffey@example.net,776,2024-04,2024-Q2
CUST_00146,Richard Smith,2021-11-02,SMB,East,Pro,Active,gibsonemily@example.net,1678,2021-11,2021-Q4
CUST_00147,James Little,2022-09-22,SMB,North,Basic,Active,daniel37@example.org,1354,2022-09,2022-Q3
CUST_00148,Terri Murphy,2023-08-18,SMB,South,Enterprise,Active,deborahreid@example.com,1024,2023-08,2023-Q3
CUST_00149,Elizabeth Ortiz,2023-10-09,SMB,East,Enterprise,Active,brandonjohnson@example.com,972,2023-10,2023-Q4
CUST_00150,David Medina,2024-05-21,SMB,West,Enterprise,Churned,qchavez@example.net,747,2024-05,2024-Q2
CUST_00151,Kimberly Matthews,2024-03-24,Enterprise,West,Enterprise,Active,nicolepena@example.com,805,2024-03,2024-Q1
CUST_00152,Teresa Ramirez,2024-03-26,Enterprise,West,Enterprise,Churned,jeff73@example.com,803,2024-03,2024-Q1
CUST_00153,Michael Stephens,2022-07-24,SMB,West,Pro,Churned,bruce43@example.org,1414,2022-07,2022-Q3
CUST_00154,Samantha Davis,2021-07-06,SMB,East,Pro,Active,darleneharper@example.org,1797,2021-07,2021-Q3
CUST_00155,Gavin Zhang,2021-11-26,Mid-Market,North,Basic,Active,caseyhubbard@example.org,1654,2021-11,2021-Q4
CUST_00156,Robin Hall,2024-02-01,SMB,International,Basic,Churned,kristinacarlson@example.com,857,2024-02,2024-Q1
CUST_00157,Brianna Anderson,2023-04-08,Enterprise,North,Basic,Active,lauren10@example.org,1156,2023-04,2023-Q2
CUST_00158,Richard Young,2023-08-05,SMB,International,Basic,Active,alfred40@example.org,1037,2023-08,2023-Q3
CUST_00159,Kelly Reese,2023-06-25,Mid-Market,West,Basic,Active,xwest@example.net,1078,2023-06,2023-Q2
CUST_00160,Jodi Walker,2023-06-17,Mid-Market,International,Pro,Active,acostaregina@example.net,1086,2023-06,2023-Q2
CUST_00161,Judith Maynard,2022-05-06,SMB,East,Basic,Active,lutzmelanie@example.com,1493,2022-05,2022-Q2
CUST_00162,Katherine Browning,2022-04-06,Mid-Market,South,Basic,Active,lammarc@example.org,1523,2022-04,2022-Q2
CUST_00163,Donald Schultz,2021-11-12,SMB,North,Pro,Active,oscar98@example.com,1668,2021-11,2021-Q4
CUST_00164,Larry Garcia,2023-09-16,SMB,South,Pro,Active,farrelldebra@example.net,995,2023-09,2023-Q3
CUST_00165,Cindy Hayes,2024-05-12,Mid-Market,South,Pro,Active,robertwilcox@example.com,756,2024-05,2024-Q2
CUST_00166,Brandon Simmons,2023-04-30,SMB,South,Enterprise,Active,nicholas27@example.org,1134,2023-04,2023-Q2
CUST_00167,Bradley Reynolds,2022-09-04,SMB,North,Basic,Active,lisa80@example.net,1372,2022-09,2022-Q3
CUST_00168,Kristina Santiago,2023-07-04,SMB,International,Pro,Active,qgomez@example.com,1069,2023-07,2023-Q3
CUST_00169,Michelle Schmitt,2023-07-22,Mid-Market,East,Pro,Active,michael98@example.org,1051,2023-07,2023-Q3
CUST_00170,John Boone,2023-02-24,SMB,North,Enterprise,Churned,megan51@example.com,1199,2023-02,2023-Q1
CUST_00171,Renee Bruce,2023-02-20,SMB,West,Basic,Active,lynchdiane@example.net,1203,2023-02,2023-Q1
CUST_00172,Christopher Park,2023-10-12,SMB,International,Enterprise,Active,sandra50@example.org,969,2023-10,2023-Q4
CUST_00173,Kylie Morales,2021-07-25,Enterprise,South,Enterprise,Active,joycebonilla@example.org,1778,2021-07,2021-Q3
CUST_00174,Cindy Barnes,2021-10-23,Mid-Market,East,Pro,Active,eric45@example.net,1688,2021-10,2021-Q4
CUST_00175,Sophia Moore,2022-06-27,SMB,East,Basic,Active,craigjoseph@example.net,1441,2022-06,2022-Q2
CUST_00176,Lawrence Perry,2023-12-29,SMB,International,Pro,Active,kariwilson@example.com,891,2023-12,2023-Q4
CUST_00177,Michael Watkins,2024-01-14,Mid-Market,West,Pro,Churned,brandon69@example.org,875,2024-01,2024-Q1
CUST_00178,Eric Clark,2022-04-11,Enterprise,International,Pro,Active,kathrynroberts@example.org,1518,2022-04,2022-Q2
CUST_00179,Paul Thompson,2021-07-25,Mid-Market,East,Basic,Active,opatel@example.net,1778,2021-07,2021-Q3
CUST_00180,Mary Gomez,2021-04-25,SMB,North,Enterprise,Churned,chensley@example.com,1869,2021-04,2021-Q2
CUST_00181,Thomas Atkins,2024-03-05,Mid-Market,East,Basic,Active,tberry@example.net,824,2024-03,2024-Q1
CUST_00182,Brian Smith,2023-02-23,Mid-Market,East,Basic,Active,george97@example.net,1200,2023-02,2023-Q1
CUST_00183,Anita Richard,2023-08-03,Mid-Market,North,Enterprise,Active,ryanmorales@example.org,1039,2023-08,2023-Q3
CUST_00184,Eric Morgan,2023-08-11,SMB,International,Pro,Active,kimberly18@example.net,1031,2023-08,2023-Q3
CUST_00185,Jordan Bullock,2022-12-09,SMB,South,Basic,Active,michael23@example.org,1276,2022-12,2022-Q4
CUST_00186,Craig Morrison,2023-07-25,Mid-Market,West,Enterprise,Active,thompsonkendra@example.com,1048,2023-07,2023-Q3
CUST_00187,Justin Riley,2022-05-01,Mid-Market,East,Basic,Active,michelle52@example.com,1498,2022-05,2022-Q2
CUST_00188,Jeremy Turner,2021-02-14,Mid-Market,West,Basic,Active,brittany58@example.org,1939,2021-02,2021-Q1
CUST_00189,Jesse Brown,2021-04-11,SMB,East,Basic,Active,chase19@example.net,1883,2021-04,2021-Q2
CUST_00190,Julie Spencer,2022-04-17,SMB,International,Enterprise,Active,colelisa@example.net,1512,2022-04,2022-Q2
CUST_00191,Larry Mason,2021-10-08,Mid-Market,East,Pro,Active,hayeslisa@example.com,1703,2021-10,2021-Q4
CUST_00192,Mrs. Maria Williams,2023-06-22,SMB,South,Pro,Churned,hritter@example.net,1081,2023-06,2023-Q2
CUST_00193,Helen Hardin,2022-11-01,Mid-Market,International,Basic,Active,vortiz@example.net,1314,2022-11,2022-Q4
CUST_00194,Rachel Holland,2023-01-20,Mid-Market,East,Basic,Active,riveraangela@example.com,1234,2023-01,2023-Q1
CUST_00195,Nathaniel Douglas,2023-09-14,SMB,South,Enterprise,Active,mathewaguilar@example.org,997,2023-09,2023-Q3
CUST_00196,Emily Douglas,2023-08-18,Mid-Market,West,Enterprise,Active,tanderson@example.org,1024,2023-08,2023-Q3
CUST_00197,James Conner,2023-03-25,Enterprise,International,Enterprise,Active,elizabethcalderon@example.net,1170,2023-03,2023-Q1
CUST_00198,Susan Davis DDS,2021-01-29,SMB,West,Basic,Churned,andrew42@example.org,1955,2021-01,2021-Q1
CUST_00199,Ralph Lee,2022-06-21,Enterprise,West,Basic,Active,ericphillips@example.org,1447,2022-06,2022-Q2
CUST_00200,Kimberly Rodgers,2022-04-24,SMB,North,Enterprise,Active,stanleynancy@example.net,1505,2022-04,2022-Q2
CUST_00201,James Martin,2022-03-30,SMB,South,Enterprise,Active,jenniferwilliams@example.com,1530,2022-03,2022-Q1
CUST_00202,Cynthia Wallace,2023-04-17,SMB,West,Pro,Churned,karen73@example.net,1147,2023-04,2023-Q2
CUST_00203,Vincent Mueller,2021-08-26,Enterprise,International,Basic,Active,michealvalentine@example.com,1746,2021-08,2021-Q3
CUST_00204,Douglas Reyes,2024-01-12,SMB,East,Basic,Active,mburch@example.net,877,2024-01,2024-Q1
CUST_00205,David Davidson,2021-07-22,SMB,South,Basic,Active,angela18@example.org,1781,2021-07,2021-Q3
CUST_00206,Phillip Nelson,2023-01-29,SMB,South,Enterprise,Churned,mariahdavis@example.org,1225,2023-01,2023-Q1
CUST_00207,Stacey Arias,2023-01-23,Mid-Market,South,Basic,Active,gbrown@example.com,1231,2023-01,2023-Q1
CUST_00208,Zachary Brooks,2022-01-24,SMB,South,Basic,Active,florescory@example.net,1595,2022-01,2022-Q1
CUST_00209,Raven Taylor,2022-03-11,SMB,North,Enterprise,Active,samantha72@example.net,1549,2022-03,2022-Q1
CUST_00210,Luis Bullock,2022-05-14,SMB,West,Basic,Active,scottmary@example.net,1485,2022-05,2022-Q2
CUST_00211,Lisa Henderson,2024-02-10,SMB,West,Basic,Churned,john10@example.org,848,2024-02,2024-Q1
CUST_00212,Riley Bryant,2021-10-30,Mid-Market,South,Enterprise,Active,copelandvincent@example.net,1681,2021-10,2021-Q4
CUST_00213,Jose Allen,2021-09-24,SMB,International,Basic,Active,kellysmith@example.com,1717,2021-09,2021-Q3
CUST_00214,Jason Beck,2021-09-27,SMB,International,Basic,Churned,millsmichael@example.net,1714,2021-09,2021-Q3
CUST_00215,Rachel Romero,2021-12-23,SMB,South,Basic,Churned,myerstheodore@example.net,1627,2021-12,2021-Q4
CUST_00216,James Burgess,2021-05-11,Enterprise,North,Pro,Active,kristina53@example.net,1853,2021-05,2021-Q2
CUST_00217,Ashley Perkins,2023-10-29,SMB,North,Pro,Churned,dennis58@example.com,952,2023-10,2023-Q4
CUST_00218,Carrie Maxwell,2023-12-04,SMB,International,Pro,Active,epollard@example.net,916,2023-12,2023-Q4
CUST_00219,Chad Baldwin,2023-04-03,SMB,International,Basic,Active,mjohnson@example.org,1161,2023-04,2023-Q2
CUST_00220,Stacey Stewart,2021-06-15,Enterprise,South,Pro,Active,zachary87@example.com,1818,2021-06,2021-Q2
CUST_00221,Matthew Mitchell,2024-04-13,Enterprise,East,Basic,Active,glennmartin@example.org,785,2024-04,2024-Q2
CUST_00222,Jessica Ross,2023-07-19,Mid-Market,East,Enterprise,Active,ykline@example.com,1054,2023-07,2023-Q3
CUST_00223,Kathleen Jimenez,2024-02-04,Mid-Market,North,Enterprise,Active,laurie61@example.com,854,2024-02,2024-Q1
CUST_00224,Samantha Gardner,2022-11-26,Mid-Market,North,Pro,Active,curtis54@example.com,1289,2022-11,2022-Q4
