customer_id,name,signup_date,segment,region,plan_type,status,email
CUST_00048,Rebecca Valencia,2023-12-24,Mid-Market,East,Basic,Churned,jason31@example.com
CUST_00049,Stacey Russell,2024-05-03,SMB,North,Basic,Churned,sarayoung@example.org
CUST_00050,Rita Keith,2024-03-12,SMB,International,Pro,Churned,whitesandra@example.com
CUST_00051,Sharon Cochran,2024-04-10,SMB,South,Pro,Active,erik16@example.org
CUST_00052,Courtney Velasquez,2022-10-06,Mid-Market,West,Basic,Active,ybailey@example.org
CUST_00053,Matthew Ross,2022-10-10,Mid-Market,South,Pro,Active,michelle45@example.net
CUST_00054,Meghan Anthony,2024-02-28,SMB,East,Basic,Active,sheila14@example.org
CUST_00055,Victoria Johnson,2022-12-16,Enterprise,South,Basic,Active,yreed@example.com
CUST_00056,William Wilson,2024-01-18,SMB,North,Basic,Active,jonathanfletcher@example.org
CUST_00057,Renee Mcdaniel,2021-01-17,SMB,West,Enterprise,Active,michaeljones@example.net
CUST_00058,Lisa Alvarado,2021-10-03,SMB,North,Enterprise,Churned,cortezkevin@example.com
CUST_00059,Erika Terry,2022-08-01,SMB,North,Pro,Active,jamesortega@example.com
CUST_00060,Stephanie Gilbert,2022-06-25,SMB,East,Basic,Active,richard04@example.com
CUST_00061,Richard Lawson,2023-05-18,Mid-Market,North,Enterprise,Active,steven73@example.net
CUST_00062,Steven Flynn,2022-06-21,Enterprise,North,Basic,Active,donnacampbell@example.net
CUST_00063,Frances Cardenas,2021-08-18,Mid-Market,East,Pro,Churned,emilywalker@example.org
CUST_00064,Angel Riggs,2023-01-27,SMB,East,Enterprise,Active,gibsonolivia@example.net
CUST_00065,Michael Snyder,2021-03-23,Enterprise,South,Basic,Active,dylanwatts@example.org
CUST_00066,Colleen Brock,2024-02-21,Mid-Market,North,Basic,Active,pwilliams@example.org
CUST_00067,Robert Contreras,2022-04-30,Mid-Market,North,Pro,Active,stephanie79@example.net
CUST_00068,Jessica Meadows,2021-02-20,SMB,International,Enterprise,Churned,vmerritt@example.com
CUST_00069,Paul Larsen,2022-05-24,SMB,South,Enterprise,Churned,katie87@example.net
CUST_00070,Jeremiah Reeves,2023-08-22,SMB,International,Basic,Churned,josephflores@example.net
CUST_00071,Chris Reyes,2022-04-12,SMB,South,Pro,Churned,jasminebrown@example.com
CUST_00072,John Brown,2021-05-23,SMB,South,Basic,Active,xprice@example.net
CUST_00073,Alicia Gilmore,2024-01-04,Mid-Market,South,Pro,Active,wwoods@example.com
CUST_00074,Sarah Ashley,2024-04-04,Enterprise,South,Enterprise,Active,vmedina@example.net
CUST_00075,Stephanie Freeman,2022-10-05,Mid-Market,South,Basic,Active,ryan06@example.com
CUST_00076,Rebecca Ramsey,2022-01-25,SMB,International,Basic,Churned,ncalhoun@example.net
CUST_00077,James Elliott,2024-01-08,SMB,International,Basic,Active,millerroy@example.com
CUST_00078,David Murphy,2023-06-03,SMB,North,Pro,Churned,wmurphy@example.com
CUST_00079,Trevor Fisher,2021-09-13,SMB,South,Basic,Active,ruizkaitlyn@example.org
CUST_00080,Mrs. Marie Harrington DDS,2023-04-05,Mid-Market,South,Basic,Active,herringjames@example.org
CUST_00081,Cynthia Wells,2023-02-16,SMB,West,Basic,Active,elliottjeffery@example.net
CUST_00082,Jacob Obrien,2024-01-28,SMB,South,Pro,Active,stricklandfrank@example.com
CUST_00083,Alexander Collins,2024-05-27,Mid-Market,West,Basic,Active,tsanders@example.org
CUST_00084,Michael Burton,2023-08-28,SMB,North,Pro,Active,terrykevin@example.net
CUST_00085,Barbara Riggs,2022-08-05,SMB,West,Pro,Active,reedross@example.com
CUST_00086,Matthew Smith,2022-04-27,SMB,West,Basic,Active,gshort@example.com
CUST_00087,Madison Poole,2022-05-17,Mid-Market,North,Basic,Active,ryangross@example.net
CUST_00088,Robert Medina,2024-03-24,SMB,East,Enterprise,Churned,umarshall@example.net
CUST_00089,Samuel Rivas,2021-01-12,SMB,North,Pro,Active,ramirezshannon@example.com
CUST_00090,Mary Rogers,2022-03-25,SMB,West,Enterprise,Churned,lrosales@example.com
CUST_00091,Robert Peterson,2022-05-26,SMB,North,Pro,Active,angela83@example.org
CUST_00092,Jason Peters,2023-12-24,Enterprise,East,Basic,Active,hannahbrewer@example.com
CUST_00093,Alan Phillips,2023-10-31,SMB,International,Enterprise,Active,tholt@example.net
CUST_00094,Kara Schmidt,2023-08-31,SMB,North,Pro,Active,jbarajas@example.com
CUST_00095,Jesse Parker,2023-12-04,SMB,South,Enterprise,Active,davidlee@example.org
CUST_00096,Tiffany Vaughn,2022-04-26,Mid-Market,West,Pro,Active,javierwashington@example.net
CUST_00097,Paige Carlson,2022-04-19,Mid-Market,North,Pro,Active,wallkenneth@example.com
CUST_00098,Adrian Ferguson,2022-11-09,Mid-Market,South,Basic,Active,brandon08@example.com
CUST_00099,Beth Oneill,2024-04-11,Mid-Market,South,Basic,Active,agarcia@example.net
CUST_00100,John Peterson,2023-09-04,Enterprise,East,Enterprise,Churned,kingmichelle@example.org
CUST_00101,Jennifer Jones,2023-05-09,Mid-Market,International,Enterprise,Active,hernandezlisa@example.com
CUST_00102,David Grant,2023-09-27,SMB,International,Enterprise,Churned,yobrien@example.net
CUST_00103,Joseph Hayes,2023-04-09,Mid-Market,South,Basic,Active,levans@example.com
CUST_00104,Marc Lynch,2023-12-30,SMB,International,Enterprise,Churned,mezajared@example.org
CUST_00105,Brad Allen,2023-05-28,Mid-Market,North,Pro,Churned,moorericky@example.net
CUST_00106,Doris Hall,2022-03-10,SMB,South,Basic,Active,jacqueline71@example.net
CUST_00107,Dennis Moody,2023-05-14,Mid-Market,South,Enterprise,Active,ronaldstephens@example.net
CUST_00108,Derek Thomas,2022-12-18,Enterprise,East,Basic,Active,martinkyle@example.net
CUST_00109,Tammy Gonzales,2021-03-05,Enterprise,North,Enterprise,Active,sbarker@example.com
CUST_00110,Kathryn Snyder,2021-09-16,Mid-Market,North,Basic,Active,georgepamela@example.net
CUST_00111,David Davis,2022-06-09,Enterprise,East,Enterprise,Active,keyemily@example.com
CUST_00112,Pamela Thompson,2021-08-23,Mid-Market,West,Pro,Active,lmoon@example.net
CUST_00113,Robert Costa,2022-10-01,Mid-Market,East,Basic,Active,vbailey@example.com
CUST_00114,Shannon Rivera,2022-02-11,SMB,International,Basic,Churned,zroberts@example.net
CUST_00115,Brandon King,2022-09-10,SMB,North,Pro,Active,cordovarichard@example.net
CUST_00116,April Booth,2021-03-26,SMB,International,Basic,Active,mgutierrez@example.net
CUST_00117,Peter Garrett,2022-11-30,Mid-Market,East,Basic,Churned,harrisandrea@example.com
CUST_00118,Michael Martinez,2023-01-12,Mid-Market,South,Pro,Active,jennifercollins@example.org
CUST_00119,Anna Gay,2023-12-05,SMB,South,Pro,Active,murraydavid@example.org
CUST_00120,Dr. Jordan Hill PhD,2023-09-18,Mid-Market,East,Enterprise,Active,jsanchez@example.org
CUST_00121,Thomas Romero,2022-05-18,SMB,South,Pro,Active,michellehill@example.com
CUST_00122,Richard Adams,2023-08-10,Enterprise,North,Enterprise,Active,campbellkenneth@example.net
CUST_00123,Mary Grimes,2022-10-28,SMB,East,Basic,Churned,wryan@example.com
CUST_00124,Kimberly Gibson,2024-05-05,Mid-Market,South,Enterprise,Active,molly39@example.com
CUST_00125,Reginald Williams,2021-06-25,Mid-Market,International,Basic,Active,zthornton@example.com
CUST_00126,Matthew Hoover,2023-09-03,Mid-Market,North,Pro,Active,tylerjohnson@example.net
CUST_00127,Evelyn Garcia,2022-03-30,SMB,North,Enterprise,Active,dgarcia@example.org
CUST_00128,Jennifer Pena,2024-02-08,Mid-Market,South,Pro,Active,charlesharrington@example.com
CUST_00129,Michael Santos,2023-07-19,Mid-Market,South,Pro,Active,melissa86@example.com
CUST_00130,Stacy Freeman,2021-09-02,Mid-Market,North,Basic,Active,williamsonjimmy@example.net
CUST_00131,Yolanda Francis,2023-09-19,SMB,North,Pro,Churned,wgood@example.net
CUST_00132,Ashlee Jackson,2021-07-25,SMB,East,Enterprise,Active,rebecca05@example.org
CUST_00133,James Thomas,2023-12-30,Mid-Market,South,Basic,Churned,yknight@example.org
CUST_00134,Bob Pitts,2021-09-16,Enterprise,South,Basic,Active,tyleraguilar@example.org
CUST_00135,David Scott,2022-08-06,SMB,North,Basic,Active,nolansteven@example.com
CUST_00136,Brooke Alexander,2023-09-06,Mid-Market,North,Basic,Churned,vanessa46@example.net
CUST_00137,Ryan Gonzalez,2021-04-20,Enterprise,East,Pro,Active,gcastaneda@example.org
CUST_00138,Ian Phillips,2022-05-24,SMB,North,Enterprise,Churned,andrew64@example.org
CUST_00139,Melissa Garner,2022-04-08,SMB,West,Pro,Active,lozanojulie@example.com
CUST_00140,Crystal Pham,2024-04-20,Mid-Market,South,Enterprise,Active,danaoliver@example.net
CUST_00141,Patricia Becker,2021-07-23,Mid-Market,East,Pro,Active,courtneyberger@example.net
CUST_00142,Richard Johnson,2021-11-18,Mid-Market,West,Basic,Active,jessica14@example.com
CUST_00143,Casey Anderson,2024-05-01,SMB,South,Basic,Active,alyssa42@example.com
CUST_00144,Terry Coffey,2023-07-19,Enterprise,South,Basic,Churned,julie51@example.com
CUST_00145,Brenda Levy,2024-04-22,Mid-Market,West,Basic,Active,zcoffey@example.net
CUST_00146,Richard Smith,2021-11-02,SMB,East,Pro,Active,gibsonemily@example.net
CUST_00147,James Little,2022-09-22,SMB,North,Basic,Active,daniel37@example.org
CUST_00148,Terri Murphy,2023-08-18,SMB,South,Enterprise,Active,deborahreid@example.com
CUST_00149,Elizabeth Ortiz,2023-10-09,SMB,East,Enterprise,Active,brandonjohnson@example.com
CUST_00150,David Medina,2024-05-21,SMB,West,Enterprise,Churned,qchavez@example.net
CUST_00151,Kimberly Matthews,2024-03-24,Enterprise,West,Enterprise,Active,nicolepena@example.com
CUST_00152,Teresa Ramirez,2024-03-26,Enterprise,West,Enterprise,Churned,jeff73@example.com
CUST_00153,Michael Stephens,2022-07-24,SMB,West,Pro,Churned,bruce43@example.org
CUST_00154,Samantha Davis,2021-07-06,SMB,East,Pro,Active,darleneharper@example.org
CUST_00155,Gavin Zhang,2021-11-26,Mid-Market,North,Basic,Active,caseyhubbard@example.org
CUST_00156,Robin Hall,2024-02-01,SMB,International,Basic,Churned,kristinacarlson@example.com
CUST_00157,Brianna Anderson,2023-04-08,Enterprise,North,Basic,Active,lauren10@example.org
CUST_00158,Richard Young,2023-08-05,SMB,International,Basic,Active,alfred40@example.org
CUST_00159,Kelly Reese,2023-06-25,Mid-Market,West,Basic,Active,xwest@example.net
CUST_00160,Jodi Walker,2023-06-17,Mid-Market,International,Pro,Active,acostaregina@example.net
CUST_00161,Judith Maynard,2022-05-06,SMB,East,Basic,Active,lutzmelanie@example.com
CUST_00162,Katherine Browning,2022-04-06,Mid-Market,South,Basic,Active,lammarc@example.org
CUST_00163,Donald Schultz,2021-11-12,SMB,North,Pro,Active,oscar98@example.com
CUST_00164,Larry Garcia,2023-09-16,SMB,South,Pro,Active,farrelldebra@example.net
CUST_00165,Cindy Hayes,2024-05-12,Mid-Market,South,Pro,Active,robertwilcox@example.com
CUST_00166,Brandon Simmons,2023-04-30,SMB,South,Enterprise,Active,nicholas27@example.org
CUST_00167,Bradley Reynolds,2022-09-04,SMB,North,Basic,Active,lisa80@example.net
CUST_00168,Kristina Santiago,2023-07-04,SMB,International,Pro,Active,qgomez@example.com
CUST_00169,Michelle Schmitt,2023-07-22,Mid-Market,East,Pro,Active,michael98@example.org
CUST_00170,John Boone,2023-02-24,SMB,North,Enterprise,Churned,megan51@example.com
CUST_00171,Renee Bruce,2023-02-20,SMB,West,Basic,Active,lynchdiane@example.net
CUST_00172,Christopher Park,2023-10-12,SMB,International,Enterprise,Active,sandra50@example.org
CUST_00173,Kylie Morales,2021-07-25,Enterprise,South,Enterprise,Active,joycebonilla@example.org
CUST_00174,Cindy Barnes,2021-10-23,Mid-Market,East,Pro,Active,eric45@example.net
CUST_00175,Sophia Moore,2022-06-27,SMB,East,Basic,Active,craigjoseph@example.net
CUST_00176,Lawrence Perry,2023-12-29,SMB,International,Pro,Active,kariwilson@example.com
CUST_00177,Michael Watkins,2024-01-14,Mid-Market,West,Pro,Churned,brandon69@example.org
CUST_00178,Eric Clark,2022-04-11,Enterprise,International,Pro,Active,kathrynroberts@example.org
CUST_00179,Paul Thompson,2021-07-25,Mid-Market,East,Basic,Active,opatel@example.net
CUST_00180,Mary Gomez,2021-04-25,SMB,North,Enterprise,Churned,chensley@example.com
CUST_00181,Thomas Atkins,2024-03-05,Mid-Market,East,Basic,Active,tberry@example.net
CUST_00182,Brian Smith,2023-02-23,Mid-Market,East,Basic,Active,george97@example.net
CUST_00183,Anita Richard,2023-08-03,Mid-Market,North,Enterprise,Active,ryanmorales@example.org
CUST_00184,Eric Morgan,2023-08-11,SMB,International,Pro,Active,kimberly18@example.net
CUST_00185,Jordan Bullock,2022-12-09,SMB,South,Basic,Active,michael23@example.org
CUST_00186,Craig Morrison,2023-07-25,Mid-Market,West,Enterprise,Active,thompsonkendra@example.com
CUST_00187,Justin Riley,2022-05-01,Mid-Market,East,Basic,Active,michelle52@example.com
CUST_00188,Jeremy Turner,2021-02-14,Mid-Market,West,Basic,Active,brittany58@example.org
CUST_00189,Jesse Brown,2021-04-11,SMB,East,Basic,Active,chase19@example.net
CUST_00190,Julie Spencer,2022-04-17,SMB,International,Enterprise,Active,colelisa@example.net
CUST_00191,Larry Mason,2021-10-08,Mid-Market,East,Pro,Active,hayeslisa@example.com
CUST_00192,Mrs. Maria Williams,2023-06-22,SMB,South,Pro,Churned,hritter@example.net
CUST_00193,Helen Hardin,2022-11-01,Mid-Market,International,Basic,Active,vortiz@example.net
CUST_00194,Rachel Holland,2023-01-20,Mid-Market,East,Basic,Active,riveraangela@example.com
CUST_00195,Nathaniel Douglas,2023-09-14,SMB,South,Enterprise,Active,mathewaguilar@example.org
CUST_00196,Emily Douglas,2023-08-18,Mid-Market,West,Enterprise,Active,tanderson@example.org
CUST_00197,James Conner,2023-03-25,Enterprise,International,Enterprise,Active,elizabethcalderon@example.net
CUST_00198,Susan Davis DDS,2021-01-29,SMB,West,Basic,Churned,andrew42@example.org
CUST_00199,Ralph Lee,2022-06-21,Enterprise,West,Basic,Active,ericphillips@example.org
CUST_00200,Kimberly Rodgers,2022-04-24,SMB,North,Enterprise,Active,stanleynancy@example.net
CUST_00201,James Martin,2022-03-30,SMB,South,Enterprise,Active,jenniferwilliams@example.com
CUST_00202,Cynthia Wallace,2023-04-17,SMB,West,Pro,Churned,karen73@example.net
CUST_00203,Vincent Mueller,2021-08-26,Enterprise,International,Basic,Active,michealvalentine@example.com
CUST_00204,Douglas Reyes,2024-01-12,SMB,East,Basic,Active,mburch@example.net
CUST_00205,David Davidson,2021-07-22,SMB,South,Basic,Active,angela18@example.org
CUST_00206,Phillip Nelson,2023-01-29,SMB,South,Enterprise,Churned,mariahdavis@example.org
CUST_00207,Stacey Arias,2023-01-23,Mid-Market,South,Basic,Active,gbrown@example.com
CUST_00208,Zachary Brooks,2022-01-24,SMB,South,Basic,Active,florescory@example.net
CUST_00209,Raven Taylor,2022-03-11,SMB,North,Enterprise,Active,samantha72@example.net
CUST_00210,Luis Bullock,2022-05-14,SMB,West,Basic,Active,scottmary@example.net
CUST_00211,Lisa Henderson,2024-02-10,SMB,West,Basic,Churned,john10@example.org
CUST_00212,Riley Bryant,2021-10-30,Mid-Market,South,Enterprise,Active,copelandvincent@example.net
CUST_00213,Jose Allen,2021-09-24,SMB,International,Basic,Active,kellysmith@example.com
CUST_00214,Jason Beck,2021-09-27,SMB,International,Basic,Churned,millsmichael@example.net
CUST_00215,Rachel Romero,2021-12-23,SMB,South,Basic,Churned,myerstheodore@example.net
CUST_00216,James Burgess,2021-05-11,Enterprise,North,Pro,Active,kristina53@example.net
CUST_00217,Ashley Perkins,2023-10-29,SMB,North,Pro,Churned,dennis58@example.com
CUST_00218,Carrie Maxwell,2023-12-04,SMB,International,Pro,Active,epollard@example.net
CUST_00219,Chad Baldwin,2023-04-03,SMB,International,Basic,Active,mjohnson@example.org
CUST_00220,Stacey Stewart,2021-06-15,Enterprise,South,Pro,Active,zachary87@example.com
CUST_00221,Matthew Mitchell,2024-04-13,Enterprise,East,Basic,Active,glennmartin@example.org
CUST_00222,Jessica Ross,2023-07-19,Mid-Market,East,Enterprise,Active,ykline@example.com
CUST_00223,Kathleen Jimenez,2024-02-04,Mid-Market,North,Enterprise,Active,laurie61@example.com
CUST_00224,Samantha Gardner,2022-11-26,Mid-Market,North,Pro,Active,curtis54@example.com
CUST_00225,Mitchell Jackson,2022-10-03,Mid-Market,South,Pro,Active,cbell@example.net
CUST_00226,Heather Bolton,2021-05-18,Mid-Market,International,Basic,Churned,danielle01@example.net
CUST_00227,Heidi Owen,2023-02-03,Enterprise,West,Pro,Active,stephaniethomas@example.net
CUST_00228,Jessica Martinez,2022-11-07,SMB,East,Pro,Active,kimberlydiaz@example.com
CUST_00229,Amanda Hernandez,2023-05-17,Mid-Market,International,Enterprise,Active,xrush@example.com
CUST_00230,Laura Moreno,2022-12-22,SMB,East,Enterprise,Churned,redwards@example.org
CUST_00231,Allison Lopez,2021-08-10,SMB,East,Basic,Active,hmcintyre@example.com
CUST_00232,Michele Lewis,2022-04-09,SMB,South,Basic,Active,heather73@example.org
CUST_00233,Benjamin Thompson,2024-02-15,SMB,West,Enterprise,Churned,zosborn@example.net
CUST_00234,Victoria Contreras,2022-01-05,SMB,South,Enterprise,Churned,piercekelly@example.com
CUST_00235,Michelle Ho,2022-01-07,SMB,South,Enterprise,Active,laurahicks@example.org
CUST_00236,Dr. Cynthia Snyder,2021-03-04,SMB,North,Pro,Churned,angela57@example.net
CUST_00237,Stephen Jones,2021-11-19,SMB,East,Basic,Active,ukey@example.com
CUST_00238,Patricia Morrow,2021-06-23,SMB,East,Enterprise,Active,martinezlogan@example.org
CUST_00239,Michael Cooper,2021-06-17,Mid-Market,North,Enterprise,Active,katrinaanderson@example.net
CUST_00240,Amy Martinez,2022-07-14,SMB,South,Pro,Churned,kevinmartin@example.net
CUST_00241,Travis Stone,2024-04-29,SMB,North,Basic,Active,meghan43@example.net
CUST_00242,Denise Weber,2024-05-12,SMB,South,Basic,Churned,shawgary@example.net
CUST_00243,Matthew Le,2022-06-08,Mid-Market,West,Enterprise,Active,megan90@example.org
CUST_00244,Travis Wise,2021-09-22,Enterprise,South,Pro,Active,debra96@example.net
CUST_00245,Kathleen Burton,2022-12-27,SMB,West,Pro,Churned,dawn47@example.org
CUST_00246,Melinda Evans,2021-06-09,SMB,North,Basic,Active,barkereric@example.com
CUST_00247,Mr. Lawrence Edwards,2023-05-06,SMB,West,Pro,Churned,jessica56@example.org
CUST_00248,Kayla Rodriguez,2023-08-01,Mid-Market,North,Enterprise,Active,stevenadams@example.org
CUST_00249,Anthony Dougherty,2022-05-14,SMB,West,Basic,Active,kwright@example.com
CUST_00250,Michelle Lee,2022-11-27,Mid-Market,International,Basic,Active,tyronerobertson@example.com
CUST_00251,Kathleen Davis,2023-12-23,SMB,East,Basic,Active,pwagner@example.org
CUST_00252,Amber Campbell,2021-10-30,SMB,West,Basic,Churned,amitchell@example.org
CUST_00253,Stephen Luna,2021-06-04,Enterprise,East,Basic,Active,zdiaz@example.org
CUST_00254,Chloe Tran,2024-04-01,SMB,West,Pro,Active,hughesshannon@example.net
CUST_00255,William Becker,2022-10-24,SMB,East,Pro,Active,andersoncolin@example.com
CUST_00256,Gina Mcmillan,2023-06-25,SMB,North,Basic,Active,jameshicks@example.net
CUST_00257,Andrew Reeves,2021-06-01,SMB,South,Pro,Active,jstone@example.net
CUST_00258,Brenda Velazquez,2021-06-07,SMB,West,Basic,Active,francisco94@example.net
CUST_00259,Ronald Patel,2023-02-27,SMB,East,Basic,Active,thomas05@example.com
CUST_00260,Veronica Silva,2023-07-11,SMB,International,Enterprise,Active,carlsonjoseph@example.net
CUST_00261,Paula Lane,2023-10-24,SMB,East,Basic,Churned,silvageorge@example.net
CUST_00262,Patricia James,2022-12-05,Enterprise,International,Basic,Active,anthonyvaughan@example.org
CUST_00263,Jeremy Barnes,2023-06-16,Enterprise,North,Pro,Active,avaughn@example.net
CUST_00264,Tami Salas,2022-08-03,SMB,South,Pro,Active,thorntonapril@example.net
CUST_00265,Matthew Fox,2022-11-17,SMB,North,Pro,Churned,sue78@example.com
CUST_00266,Megan Dillon,2024-05-19,Enterprise,South,Pro,Active,chelsea33@example.com
CUST_00267,Courtney Dudley,2022-12-18,Mid-Market,North,Pro,Active,kellie37@example.com
CUST_00268,Justin Michael,2021-06-23,SMB,North,Pro,Active,keith98@example.com
CUST_00269,Jennifer Reed,2023-12-15,Mid-Market,West,Enterprise,Churned,kellyroberts@example.net
CUST_00270,Thomas Douglas,2022-09-25,SMB,North,Pro,Churned,ilewis@example.com
CUST_00271,Melissa Taylor,2022-04-09,Mid-Market,East,Enterprise,Active,johnsantiago@example.net
CUST_00272,David Garcia,2023-11-06,Mid-Market,West,Basic,Active,jennifer12@example.org
CUST_00273,Vanessa Moore,2022-11-21,SMB,North,Enterprise,Active,mwoods@example.com
CUST_00274,Matthew Velez,2022-01-06,SMB,North,Pro,Active,pearsonjesse@example.net
CUST_00275,Taylor Gentry,2023-06-16,SMB,North,Enterprise,Churned,robertmonroe@example.org
CUST_00276,Jennifer Simpson DVM,2022-08-07,Mid-Market,International,Pro,Active,nancy04@example.net
CUST_00277,Tanya Rogers,2023-08-19,SMB,North,Basic,Active,ihays@example.net
CUST_00278,Todd Rosales MD,2023-06-22,Mid-Market,East,Pro,Active,lisarivera@example.net
CUST_00279,David Lopez,2021-11-28,Mid-Market,East,Basic,Active,krystal93@example.org
CUST_00280,Margaret Sullivan,2023-09-12,SMB,South,Basic,Active,frobertson@example.com
CUST_00281,Cathy Taylor,2021-09-13,SMB,West,Basic,Churned,shari04@example.com
CUST_00282,Paul Finley,2021-10-29,SMB,International,Basic,Active,brandi90@example.com
CUST_00283,Melissa Brown,2022-12-17,Enterprise,West,Enterprise,Active,marshallerik@example.net
CUST_00284,Stephanie Padilla,2023-03-02,Mid-Market,South,Basic,Active,hannah45@example.net
CUST_00285,Tyler Mendoza,2022-11-18,Mid-Market,International,Basic,Active,madkins@example.com
CUST_00286,Joshua Ruiz,2021-10-12,Enterprise,West,Basic,Active,kathleenbecker@example.net
CUST_00287,Angela Griffin,2021-02-08,SMB,International,Pro,Churned,christian91@example.org
CUST_00288,Stephanie Harris,2023-12-17,SMB,West,Pro,Active,franklinbond@example.com
CUST_00289,Daniel Aguilar,2022-05-04,SMB,North,Basic,Active,nolansean@example.org
CUST_00290,Jose Bryant,2023-10-21,SMB,North,Pro,Active,hansenemily@example.com
CUST_00291,Jennifer Velasquez,2021-10-22,Enterprise,North,Pro,Active,bethwilliams@example.com
CUST_00292,Kimberly Brown,2022-01-19,Enterprise,East,Basic,Active,andersenthomas@example.com
CUST_00293,Randy Cannon,2023-12-14,Enterprise,North,Enterprise,Active,ybrooks@example.com
CUST_00294,Susan Bennett,2023-08-21,SMB,North,Pro,Churned,desireebailey@example.org
CUST_00295,Jenna Anderson DVM,2023-01-02,Mid-Market,West,Basic,Active,avilatiffany@example.com
