customer_id,name,signup_date,segment,region,plan_type,status,email,tenure_days,signup_month,signup_cohort,total_revenue,total_invoices,latest_invoice_date,total_tickets,avg_satisfaction_score,total_usage_count,distinct_features_used,last_product_access_date,days_since_last_access,churn_date,churn_reason,churn_risk_score,risk_tier
CUST_01761,Brittany Heath,2021-07-27,SMB,South,Basic,Active,mcbridemichael@example.org,1776,2021-07,2021-Q3,3654.8,36,2024-06-01,1.0,3.0,6.0,1.0,2023-07-25,1048.0,,,50.0,High
CUST_02368,Sara Preston,2021-05-11,Enterprise,West,Basic,Active,fmorrow@example.com,1853,2021-05,2021-Q2,3566.43,38,2024-06-01,1.0,3.0,0.0,0.0,,,,,50.0,High
CUST_09459,Peter Martinez,2021-07-11,SMB,North,Basic,Active,renee62@example.com,1792,2021-07,2021-Q3,3516.86,36,2024-06-01,4.0,3.5,7.0,1.0,2023-09-03,1008.0,,,50.0,High
CUST_07654,William Arellano,2021-06-10,Mid-Market,East,Basic,Active,jasonlucas@example.org,1823,2021-06,2021-Q2,3445.78,37,2024-06-01,2.0,4.0,0.0,0.0,,,,,50.0,High
CUST_05159,Gerald Waters,2021-05-27,SMB,International,Basic,Active,mannbrandi@example.org,1837,2021-05,2021-Q2,3426.72,38,2024-06-01,2.0,3.0,9.0,1.0,2023-09-15,996.0,,,50.0,High
CUST_07256,Megan Mendoza,2021-08-12,Mid-Market,North,Basic,Active,jennifer96@example.org,1760,2021-08,2021-Q3,3401.91,35,2024-06-01,3.0,3.0,0.0,0.0,,,,,50.0,High
CUST_06342,Douglas Perry,2021-10-07,SMB,International,Basic,Active,debralevy@example.net,1704,2021-10,2021-Q4,3278.91,33,2024-06-01,1.0,4.0,0.0,0.0,,,,,50.0,High
CUST_09718,Sean Baxter,2021-08-18,Mid-Market,North,Basic,Active,martinezmark@example.org,1754,2021-08,2021-Q3,3184.76,35,2024-06-01,1.0,4.0,6.0,1.0,2023-04-29,1135.0,,,50.0,High
CUST_00978,Pamela Hernandez DVM,2021-10-30,SMB,North,Basic,Active,jbrown@example.org,1681,2021-10,2021-Q4,3057.72,33,2024-06-01,4.0,3.5,9.0,1.0,2023-03-07,1188.0,,,50.0,High
CUST_03267,Kimberly Russo,2021-11-07,Enterprise,North,Basic,Active,jessebeltran@example.net,1673,2021-11,2021-Q4,3022.49,32,2024-06-01,0.0,,9.0,1.0,2024-02-02,856.0,,,50.0,High
CUST_00628,Joyce Martinez,2022-01-25,Mid-Market,South,Basic,Active,astewart@example.org,1594,2022-01,2022-Q1,2946.11,30,2024-06-01,3.0,5.0,0.0,0.0,,,,,50.0,High
CUST_01056,Lauren Miller,2022-02-18,Mid-Market,West,Basic,Active,richard07@example.org,1570,2022-02,2022-Q1,2888.57,29,2024-06-01,3.0,3.5,9.0,1.0,2023-01-31,1223.0,,,50.0,High
CUST_04674,Kristen Simon,2022-01-27,SMB,South,Basic,Active,qacosta@example.net,1592,2022-01,2022-Q1,2871.57,30,2024-06-01,2.0,3.5,0.0,0.0,,,,,50.0,High
CUST_01327,Michelle Henderson,2022-04-29,SMB,West,Basic,Active,josephdavis@example.com,1500,2022-04,2022-Q2,2679.4,27,2024-06-01,5.0,3.8,6.0,1.0,2023-10-20,961.0,,,50.0,High
CUST_04891,Michael Martinez,2022-03-04,Enterprise,East,Basic,Active,dorothysmith@example.net,1556,2022-03,2022-Q1,2664.06,28,2024-06-01,4.0,3.0,5.0,1.0,2023-03-19,1176.0,,,50.0,High
CUST_01865,Brandon Huynh,2022-04-20,SMB,East,Basic,Active,james23@example.com,1509,2022-04,2022-Q2,2559.13,27,2024-06-01,2.0,3.5,0.0,0.0,,,,,50.0,High
CUST_02499,John Wilson,2022-06-27,SMB,South,Basic,Active,chunglaura@example.net,1441,2022-06,2022-Q2,2371.72,25,2024-06-01,1.0,4.0,0.0,0.0,,,,,50.0,High
CUST_03037,Breanna Hansen,2022-07-06,SMB,North,Basic,Active,campbelltaylor@example.org,1432,2022-07,2022-Q3,2305.75,24,2024-06-01,3.0,3.6666666666666665,8.0,1.0,2023-02-18,1205.0,,,50.0,High
CUST_01237,Destiny Daniel,2022-07-14,SMB,North,Basic,Active,qjones@example.com,1424,2022-07,2022-Q3,2268.87,24,2024-06-01,1.0,3.0,9.0,2.0,2023-12-21,899.0,,,50.0,High
CUST_04079,Michael Moore,2022-09-02,SMB,North,Basic,Active,ngill@example.net,1374,2022-09,2022-Q3,2178.74,22,2024-06-01,3.0,3.0,9.0,1.0,2023-11-16,934.0,,,50.0,High
CUST_08416,Jessica Martin,2022-10-02,Mid-Market,North,Basic,Active,erinwilkerson@example.com,1344,2022-10,2022-Q4,2140.62,21,2024-06-01,2.0,4.5,0.0,0.0,,,,,50.0,High
CUST_06606,Alyssa Allison,2022-09-12,Enterprise,International,Basic,Active,elizabeth92@example.net,1364,2022-09,2022-Q3,1970.81,22,2024-06-01,1.0,4.0,8.0,1.0,2023-02-12,1211.0,,,50.0,High
CUST_00250,Michelle Lee,2022-11-27,Mid-Market,International,Basic,Active,tyronerobertson@example.com,1288,2022-11,2022-Q4,1947.04,20,2024-06-01,2.0,3.0,8.0,1.0,2024-01-10,879.0,,,50.0,High
CUST_03512,Trevor Brown,2022-11-14,SMB,North,Basic,Active,colleenwilliams@example.net,1301,2022-11,2022-Q4,1890.28,20,2024-06-01,1.0,3.0,6.0,1.0,2024-03-24,805.0,,,50.0,High
CUST_05342,Cody Garcia,2022-11-28,Enterprise,South,Basic,Active,yvonnedavis@example.net,1287,2022-11,2022-Q4,1881.8,20,2024-06-01,3.0,3.6666666666666665,8.0,1.0,2023-04-12,1152.0,,,50.0,High
CUST_01772,Dillon Travis,2022-12-02,SMB,West,Basic,Active,qmassey@example.org,1283,2022-12,2022-Q4,1850.15,19,2024-06-01,1.0,3.0,8.0,1.0,2023-01-15,1239.0,,,50.0,High
CUST_07660,Chris Cooper,2022-11-25,SMB,West,Basic,Active,hking@example.com,1290,2022-11,2022-Q4,1789.77,20,2024-06-01,2.0,4.0,8.0,1.0,2023-07-08,1065.0,,,50.0,High
CUST_09240,Cynthia Brown,2022-12-18,Mid-Market,International,Basic,Active,ashley34@example.com,1267,2022-12,2022-Q4,1763.89,19,2024-06-01,2.0,3.5,0.0,0.0,,,,,50.0,High
CUST_02725,Madison Ware,2023-01-31,SMB,West,Basic,Active,dthompson@example.org,1223,2023-01,2023-Q1,1751.09,18,2024-06-01,2.0,3.0,0.0,0.0,,,,,50.0,High
CUST_04805,David Morales MD,2023-03-06,Enterprise,International,Basic,Active,bowersmichael@example.org,1189,2023-03,2023-Q1,1622.79,16,2024-06-01,2.0,4.0,9.0,1.0,2023-05-21,1113.0,,,50.0,High
CUST_06677,Alexander Lopez,2023-05-17,Enterprise,International,Basic,Active,todddiaz@example.net,1117,2023-05,2023-Q2,1493.62,14,2024-06-01,2.0,4.0,9.0,1.0,2023-03-02,1193.0,,,50.0,High
CUST_08192,Scott Merritt,2023-03-15,Enterprise,North,Basic,Active,nolansamuel@example.com,1180,2023-03,2023-Q1,1473.0,16,2024-06-01,3.0,4.0,8.0,1.0,2023-04-02,1162.0,,,50.0,High
CUST_06768,Devin Brown,2023-03-09,Mid-Market,West,Basic,Active,obrienerin@example.com,1186,2023-03,2023-Q1,1466.94,16,2024-06-01,3.0,4.0,0.0,0.0,,,,,50.0,High
CUST_04325,Kaitlyn Howard,2023-04-06,SMB,North,Basic,Active,kbarrett@example.net,1158,2023-04,2023-Q2,1369.49,15,2024-06-01,1.0,4.0,0.0,0.0,,,,,50.0,High
CUST_05112,Steve Cobb,2023-06-19,SMB,East,Basic,Active,mgill@example.net,1084,2023-06,2023-Q2,1311.87,13,2024-06-01,3.0,3.333333333333333,8.0,1.0,2024-03-11,818.0,,,50.0,High
CUST_09875,Robert Smith,2023-06-15,SMB,West,Basic,Active,lewiskenneth@example.org,1088,2023-06,2023-Q2,1307.67,13,2024-06-01,2.0,3.5,4.0,1.0,2023-02-20,1203.0,,,50.0,High
CUST_07466,Rachel Barnes,2023-06-03,SMB,North,Basic,Active,fitzgeraldzachary@example.net,1100,2023-06,2023-Q2,1182.68,13,2024-06-01,3.0,3.0,0.0,0.0,,,,,50.0,High
CUST_04718,Eric Montgomery,2023-07-08,Mid-Market,International,Basic,Active,npowell@example.com,1065,2023-07,2023-Q3,1159.33,12,2024-06-01,1.0,4.0,8.0,1.0,2024-03-16,813.0,,,50.0,High
CUST_00859,Mrs. Ashley Mendoza,2023-08-02,Mid-Market,West,Basic,Active,karenhodges@example.com,1040,2023-08,2023-Q3,1086.16,11,2024-06-01,4.0,3.25,6.0,1.0,2023-03-01,1194.0,,,50.0,High
CUST_05503,Christopher Bailey,2023-10-04,Mid-Market,North,Basic,Active,crodriguez@example.com,977,2023-10,2023-Q4,921.18,9,2024-06-01,2.0,3.5,7.0,1.0,2024-03-25,804.0,,,50.0,High
CUST_06602,Mario Randall,2023-11-18,Enterprise,North,Basic,Active,huertajohn@example.com,932,2023-11,2023-Q4,806.97,8,2024-06-01,3.0,3.6666666666666665,6.0,1.0,2023-10-24,957.0,,,50.0,High
CUST_06367,Amy Johnson,2023-11-03,Enterprise,East,Basic,Active,davidfox@example.net,947,2023-11,2023-Q4,742.29,8,2024-06-01,4.0,3.25,2.0,1.0,2023-06-18,1085.0,,,50.0,High
CUST_05278,Jerry Lynch,2023-11-11,Mid-Market,North,Basic,Active,chananthony@example.org,939,2023-11,2023-Q4,718.8100000000001,8,2024-06-01,1.0,4.0,7.0,1.0,2023-06-29,1074.0,,,50.0,High
CUST_02139,Brian Torres,2023-12-21,Mid-Market,East,Basic,Active,zking@example.com,899,2023-12,2023-Q4,641.97,7,2024-06-01,2.0,4.0,5.0,1.0,2023-06-03,1100.0,,,50.0,High
CUST_05333,Bethany Leonard,2024-01-04,SMB,International,Basic,Active,rebecca70@example.net,885,2024-01,2024-Q1,612.89,6,2024-06-01,4.0,3.5,6.0,1.0,2023-05-29,1105.0,,,50.0,High
CUST_02364,Joseph Hill,2024-01-07,SMB,International,Basic,Active,james62@example.org,882,2024-01,2024-Q1,587.37,6,2024-06-01,2.0,4.0,6.0,1.0,2023-12-14,906.0,,,50.0,High
CUST_07081,Jessica Martin,2024-02-09,SMB,North,Basic,Active,kevin27@example.net,849,2024-02,2024-Q1,493.08,5,2024-06-01,0.0,,7.0,1.0,2024-04-02,796.0,,,50.0,High
CUST_06240,Meghan Flynn,2024-03-06,Enterprise,North,Basic,Active,bellwendy@example.org,823,2024-03,2024-Q1,429.64,4,2024-06-01,2.0,3.5,6.0,1.0,2023-02-17,1206.0,,,50.0,High
CUST_06688,Michelle Washington,2024-03-31,SMB,International,Basic,Active,paulagarcia@example.com,798,2024-03,2024-Q1,376.11,4,2024-06-01,3.0,4.333333333333333,9.0,1.0,2023-03-14,1181.0,,,50.0,High
CUST_06269,Benjamin Tanner,2024-04-09,Mid-Market,International,Basic,Active,uterry@example.com,789,2024-04,2024-Q2,300.35,3,2024-06-01,1.0,3.0,0.0,0.0,,,,,50.0,High
CUST_02817,Amanda Simpson,2024-05-15,SMB,West,Basic,Active,heather90@example.net,753,2024-05,2024-Q2,189.59,2,2024-06-01,1.0,4.0,8.0,1.0,2023-09-28,983.0,,,50.0,High
CUST_07649,Garrett Lowe,2021-01-23,SMB,South,Basic,Active,dmoss@example.org,1961,2021-01,2021-Q1,4092.85,42,2024-06-01,6.0,3.8333333333333335,66.0,5.0,2023-10-16,965.0,,,45.0,Medium
CUST_08231,Tim Garcia,2021-02-24,Mid-Market,International,Basic,Active,wallacematthew@example.com,1929,2021-02,2021-Q1,4045.02,41,2024-06-01,6.0,3.6666666666666665,50.0,5.0,2024-03-08,821.0,,,45.0,Medium
CUST_04189,Douglas Williams,2021-01-31,SMB,North,Basic,Active,sean45@example.org,1953,2021-01,2021-Q1,4024.65,42,2024-06-01,6.0,3.333333333333333,18.0,2.0,2023-07-05,1068.0,,,45.0,Medium
CUST_01025,Robert Peterson,2021-01-26,SMB,West,Basic,Active,christopherwatson@example.com,1958,2021-01,2021-Q1,4005.85,42,2024-06-01,6.0,3.5,92.0,5.0,2024-01-08,881.0,,,45.0,Medium
CUST_08499,Gavin Foley,2021-02-21,Mid-Market,International,Basic,Active,stonejessica@example.net,1932,2021-02,2021-Q1,3964.18,41,2024-06-01,6.0,3.6666666666666665,81.0,4.0,2024-04-26,772.0,,,45.0,Medium
CUST_07401,Taylor Kim,2021-03-07,Mid-Market,North,Basic,Active,alyssa78@example.com,1918,2021-03,2021-Q1,3924.39,40,2024-06-01,3.0,2.6666666666666665,67.0,4.0,2024-05-24,744.0,,,45.0,Medium
CUST_08465,April Scott,2021-04-08,SMB,South,Basic,Active,millerwalter@example.org,1886,2021-04,2021-Q2,3865.35,39,2024-06-01,5.0,2.8,71.0,4.0,2024-05-25,743.0,,,45.0,Medium
CUST_02186,Jacqueline Roberts,2021-02-11,SMB,North,Basic,Active,lopezkristina@example.net,1942,2021-02,2021-Q1,3853.35,41,2024-06-01,9.0,3.4444444444444446,34.0,2.0,2024-02-11,847.0,,,45.0,Medium
CUST_06756,James Gonzalez,2021-04-27,Mid-Market,South,Basic,Active,kimberlyrosales@example.net,1867,2021-04,2021-Q2,3845.37,39,2024-06-01,3.0,2.6666666666666665,105.0,5.0,2024-01-24,865.0,,,45.0,Medium
CUST_06698,Sheila Banks,2021-03-15,SMB,International,Basic,Active,michael99@example.org,1910,2021-03,2021-Q1,3835.47,40,2024-06-01,6.0,3.6,83.0,5.0,2024-05-16,752.0,,,45.0,Medium
CUST_07787,Brian Cole,2021-03-05,Enterprise,South,Basic,Active,rachaelgriffin@example.org,1920,2021-03,2021-Q1,3825.75,40,2024-06-01,4.0,2.75,19.0,1.0,2024-05-06,762.0,,,45.0,Medium
CUST_07226,Tonya Rodriguez,2021-03-11,Mid-Market,West,Basic,Active,daltonrobert@example.net,1914,2021-03,2021-Q1,3807.81,40,2024-06-01,8.0,3.4285714285714284,67.0,5.0,2024-01-14,875.0,,,45.0,Medium
CUST_08834,Maria Johnson,2021-03-23,SMB,East,Basic,Active,jensenjacob@example.org,1902,2021-03,2021-Q1,3803.1,40,2024-06-01,6.0,3.8333333333333335,42.0,3.0,2024-05-16,752.0,,,45.0,Medium
CUST_09456,Elizabeth Coleman,2021-05-09,SMB,West,Basic,Active,susan95@example.org,1855,2021-05,2021-Q2,3793.71,38,2024-06-01,1.0,2.0,83.0,3.0,2024-05-31,737.0,,,45.0,Medium
CUST_07373,Mackenzie Murray,2021-04-29,Enterprise,South,Basic,Active,powersjoseph@example.net,1865,2021-04,2021-Q2,3784.66,39,2024-06-01,2.0,2.5,43.0,3.0,2024-04-22,776.0,,,45.0,Medium
CUST_09442,Troy Rodriguez,2021-05-06,Enterprise,South,Basic,Active,parsonsyolanda@example.com,1858,2021-05,2021-Q2,3724.41,38,2024-06-01,2.0,2.5,103.0,7.0,2024-04-08,790.0,,,45.0,Medium
CUST_02558,Steven Davis,2021-04-02,SMB,South,Basic,Active,davidjones@example.org,1892,2021-04,2021-Q2,3706.57,39,2024-06-01,6.0,3.5,33.0,4.0,2024-04-14,784.0,,,45.0,Medium
CUST_01132,Jasmin Harris,2021-06-05,SMB,East,Basic,Active,donna17@example.org,1828,2021-06,2021-Q2,3699.66,37,2024-06-01,2.0,2.5,40.0,3.0,2024-03-10,819.0,,,45.0,Medium
CUST_02250,Sean Carter,2021-06-26,SMB,East,Basic,Active,dudleycody@example.com,1807,2021-06,2021-Q2,3660.64,37,2024-06-01,7.0,3.4285714285714284,75.0,5.0,2024-05-13,755.0,,,45.0,Medium
CUST_06726,Richard Wilson,2021-05-17,Enterprise,North,Basic,Active,daniellecooper@example.org,1847,2021-05,2021-Q2,3565.43,38,2024-06-01,6.0,3.6666666666666665,23.0,3.0,2024-05-30,738.0,,,45.0,Medium
CUST_06001,Amy Sanders,2021-05-15,Enterprise,East,Basic,Active,ericdaniels@example.org,1849,2021-05,2021-Q2,3542.94,38,2024-06-01,6.0,3.6666666666666665,62.0,5.0,2023-10-11,970.0,,,45.0,Medium
CUST_06502,Erin Rhodes,2021-05-21,SMB,North,Basic,Active,rebeccarhodes@example.net,1843,2021-05,2021-Q2,3529.52,38,2024-06-01,1.0,2.0,28.0,3.0,2024-05-18,750.0,,,45.0,Medium
CUST_00453,Kenneth Larsen,2021-06-05,SMB,South,Basic,Active,briansmith@example.org,1828,2021-06,2021-Q2,3523.03,37,2024-06-01,6.0,4.0,60.0,4.0,2024-01-01,888.0,,,45.0,Medium
CUST_09046,Gabriel Robinson,2021-06-03,Mid-Market,West,Basic,Active,devon00@example.org,1830,2021-06,2021-Q2,3514.1,37,2024-06-01,6.0,3.2,39.0,3.0,2024-04-16,782.0,,,45.0,Medium
CUST_09343,Christy Wells,2021-06-08,SMB,International,Basic,Active,zhughes@example.net,1825,2021-06,2021-Q2,3497.98,37,2024-06-01,6.0,3.1666666666666665,86.0,6.0,2024-05-13,755.0,,,45.0,Medium
CUST_02017,Harry Hill,2021-07-20,SMB,South,Basic,Active,rachel69@example.com,1783,2021-07,2021-Q3,3467.98,36,2024-06-01,6.0,3.333333333333333,55.0,4.0,2024-03-26,803.0,,,45.0,Medium
CUST_00205,David Davidson,2021-07-22,SMB,South,Basic,Active,angela18@example.org,1781,2021-07,2021-Q3,3447.86,36,2024-06-01,1.0,2.0,59.0,4.0,2024-04-18,780.0,,,45.0,Medium
CUST_09267,Jaime Wyatt,2021-06-02,Mid-Market,South,Basic,Active,christopherwalker@example.net,1831,2021-06,2021-Q2,3447.04,37,2024-06-01,6.0,3.4,75.0,5.0,2024-05-16,752.0,,,45.0,Medium
CUST_08498,Emily Cruz,2021-08-11,SMB,North,Basic,Active,natasha18@example.net,1761,2021-08,2021-Q3,3369.92,35,2024-06-01,8.0,3.5,10.0,1.0,2024-01-02,887.0,,,45.0,Medium
CUST_08085,Connie Rodriguez,2021-08-05,Mid-Market,South,Basic,Active,ttrujillo@example.net,1767,2021-08,2021-Q3,3360.03,35,2024-06-01,7.0,3.5,46.0,1.0,2024-03-27,802.0,,,45.0,Medium
CUST_07489,Ryan Freeman,2021-09-03,SMB,West,Basic,Active,jonesrobert@example.org,1738,2021-09,2021-Q3,3343.58,34,2024-06-01,6.0,3.5,61.0,4.0,2024-05-25,743.0,,,45.0,Medium
CUST_08918,Joanne Anderson,2021-10-07,Enterprise,South,Basic,Active,qjohnson@example.com,1704,2021-10,2021-Q4,3322.83,33,2024-06-01,8.0,3.375,37.0,3.0,2024-01-17,872.0,,,45.0,Medium
CUST_01483,Phillip Taylor,2021-10-19,SMB,North,Basic,Active,sandra03@example.com,1692,2021-10,2021-Q4,3216.08,33,2024-06-01,6.0,3.2,34.0,3.0,2024-03-09,820.0,,,45.0,Medium
CUST_00554,Robert Wilson,2021-10-09,SMB,North,Basic,Active,amber40@example.net,1702,2021-10,2021-Q4,3201.11,33,2024-06-01,6.0,3.8333333333333335,45.0,2.0,2024-05-17,751.0,,,45.0,Medium
CUST_07111,Joshua Chan,2021-11-20,SMB,North,Basic,Active,mendezmadison@example.com,1660,2021-11,2021-Q4,3183.23,32,2024-06-01,7.0,3.6666666666666665,50.0,2.0,2023-11-16,934.0,,,45.0,Medium
CUST_04416,Angel Hickman,2021-09-12,Mid-Market,East,Basic,Active,jcox@example.com,1729,2021-09,2021-Q3,3179.94,34,2024-06-01,6.0,3.6666666666666665,45.0,4.0,2024-03-02,827.0,,,45.0,Medium
CUST_02265,Joshua Smith,2021-11-22,Enterprise,International,Basic,Active,davidsellers@example.com,1658,2021-11,2021-Q4,3146.38,32,2024-06-01,7.0,3.7142857142857135,31.0,3.0,2024-02-10,848.0,,,45.0,Medium
CUST_02225,Joyce Butler,2021-10-28,Enterprise,North,Basic,Active,maygordon@example.org,1683,2021-10,2021-Q4,3109.73,33,2024-06-01,7.0,4.142857142857143,51.0,5.0,2024-04-07,791.0,,,45.0,Medium
CUST_06536,Candace Morris,2022-02-19,Mid-Market,East,Basic,Active,wyattsusan@example.org,1569,2022-02,2022-Q1,3052.03,29,2024-06-01,6.0,3.5,40.0,2.0,2024-01-30,859.0,,,45.0,Medium
CUST_08812,Chad Holloway,2021-11-01,SMB,West,Basic,Active,laura80@example.com,1679,2021-11,2021-Q4,3026.8,32,2024-06-01,6.0,3.6,46.0,5.0,2024-04-14,784.0,,,45.0,Medium
CUST_02434,Tamara Brown,2021-11-19,SMB,South,Basic,Active,jeremy75@example.org,1661,2021-11,2021-Q4,3026.25,32,2024-06-01,7.0,3.4285714285714284,36.0,3.0,2024-04-16,782.0,,,45.0,Medium
CUST_02352,Jessica Griffith,2021-11-21,Mid-Market,South,Basic,Active,reynoldsmichelle@example.org,1659,2021-11,2021-Q4,2984.62,32,2024-06-01,6.0,4.0,69.0,6.0,2024-03-25,804.0,,,45.0,Medium
CUST_00763,Tony Brock,2021-11-26,Enterprise,South,Basic,Active,georgecollins@example.com,1654,2021-11,2021-Q4,2960.35,32,2024-06-01,6.0,3.333333333333333,36.0,3.0,2024-05-29,739.0,,,45.0,Medium
CUST_05531,David Williams,2021-11-17,Mid-Market,East,Basic,Active,angelaferguson@example.org,1663,2021-11,2021-Q4,2958.77,32,2024-06-01,7.0,4.0,79.0,4.0,2024-03-23,806.0,,,45.0,Medium
CUST_01831,Cody Walker,2021-11-01,SMB,North,Basic,Active,charles37@example.org,1679,2021-11,2021-Q4,2947.91,32,2024-06-01,6.0,3.8333333333333335,44.0,5.0,2023-09-24,987.0,,,45.0,Medium
CUST_08888,Christopher Cobb Jr.,2022-01-03,Mid-Market,West,Basic,Active,jennifer61@example.com,1616,2022-01,2022-Q1,2945.3,30,2024-06-01,6.0,3.5,43.0,4.0,2023-10-02,979.0,,,45.0,Medium
CUST_02972,Donald Wallace,2022-01-21,SMB,South,Basic,Active,ruthsmith@example.org,1598,2022-01,2022-Q1,2917.24,30,2024-06-01,1.0,2.0,44.0,4.0,2024-05-16,752.0,,,45.0,Medium
CUST_00384,Kelly Wallace,2022-01-14,SMB,West,Basic,Active,dominguezlisa@example.com,1605,2022-01,2022-Q1,2860.21,30,2024-06-01,6.0,3.6666666666666665,39.0,4.0,2024-02-25,833.0,,,45.0,Medium
CUST_06928,Brandon Rose,2022-01-21,SMB,International,Basic,Active,kristin70@example.org,1598,2022-01,2022-Q1,2841.13,30,2024-06-01,6.0,4.0,42.0,3.0,2024-05-23,745.0,,,45.0,Medium
CUST_09773,Adam Martinez,2022-01-16,Mid-Market,International,Basic,Active,robertsellen@example.net,1603,2022-01,2022-Q1,2839.31,30,2024-06-01,6.0,3.5,73.0,5.0,2024-05-06,762.0,,,45.0,Medium
CUST_08972,Elizabeth Juarez,2021-12-01,SMB,International,Basic,Active,sandra28@example.com,1649,2021-12,2021-Q4,2837.27,31,2024-06-01,6.0,3.8,73.0,5.0,2024-05-15,753.0,,,45.0,Medium
CUST_03677,Susan Miller,2022-02-18,SMB,South,Basic,Active,laurengreen@example.net,1570,2022-02,2022-Q1,2823.12,29,2024-06-01,6.0,3.5,30.0,3.0,2024-04-20,778.0,,,45.0,Medium
CUST_09308,Jeffery Lopez,2022-03-22,SMB,South,Basic,Active,robertsmary@example.com,1538,2022-03,2022-Q1,2793.35,28,2024-06-01,7.0,3.857142857142857,52.0,5.0,2024-05-08,760.0,,,45.0,Medium
CUST_04401,Barbara Harmon,2022-04-21,SMB,North,Basic,Active,simmonsjacob@example.org,1508,2022-04,2022-Q2,2780.86,27,2024-06-01,6.0,3.2,42.0,3.0,2024-02-13,845.0,,,45.0,Medium
CUST_01306,Allison Simmons,2022-04-08,Mid-Market,East,Basic,Active,michaelmitchell@example.net,1521,2022-04,2022-Q2,2735.38,27,2024-06-01,2.0,2.0,15.0,1.0,2024-01-05,884.0,,,45.0,Medium
CUST_00706,Mary Lin,2022-02-18,Mid-Market,East,Basic,Active,carternicole@example.com,1570,2022-02,2022-Q1,2720.65,29,2024-06-01,1.0,2.0,65.0,5.0,2024-05-19,749.0,,,45.0,Medium
